"price","desc","loc"
"Rp 1.200.000.000","3 KT - 3 KM - 120 m2","Matraman, Jakarta Timur"
"Rp 1.200.000.000","3 KT - 2 KM - 75 m2","Bambu Apus, Jakarta Timur"
"Rp 1.450.000.000","5 KT - 4 KM - 150 m2","Cilandak, Jakarta Selatan"
"Rp 785.654.789","3 KT - 2 KM - 70 m2","Bambu Apus, Jakarta Timur"
"Rp 225.000.000","1 KT - 1 KM - 24 m2","Jagakarsa, Jakarta Selatan"
"Rp 3.800.000.000","4 KT - 3 KM - 150 m2","Pesanggrahan, Jakarta Selatan"
"Rp 1.400.000.000","3 KT - 2 KM - 100 m2","Kramat Jati, Jakarta Timur"
"Rp 7.800.000.000","5 KT - 8 KM - 500 m2","Grogol Petamburan, Jakarta Barat"
"Rp 2.500.000.000","6 KT - 4 KM - 170 m2","Cakung, Jakarta Timur"
"Rp 1.355.000.000","3 KT - 2 KM - 100 m2","Cibubur, Jakarta Timur"
"Rp 2.500.000.000","3 KT - 2 KM - 104 m2","Tanjung Priok, Jakarta Utara"
"Rp 13.250.000.000","3 KT - 2 KM - 350 m2","Kebon Jeruk, Jakarta Barat"
"Rp 500.000.000","2 KT - 2 KM - 67 m2","Cilangkap, Jakarta Timur"
"Rp 3.100.000.000","3 KT - 2 KM - 100 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 6.500.000.000","3 KT - 3 KM - 180 m2","Cakung, Jakarta Timur"
"Rp 10.000.000.000","6 KT - 4 KM - 405 m2","Pulo Gadung, Jakarta Timur"
"Rp 1.200.000.000","3 KT - 2 KM - 120 m2","Jagakarsa, Jakarta Selatan"
"Rp 1.100.000.000","3 KT - 2 KM - 143 m2","Pulo Gadung, Jakarta Timur"
"Rp 1.400.000.000","2 KT - 2 KM - 54 m2","Pulo Gadung, Jakarta Timur"
"Rp 2.200.000.000","4 KT - 3 KM - 120 m2","Kramat Jati, Jakarta Timur"
"Rp 1.550.000.000","2 KT - 1 KM - 75 m2","Kramat Jati, Jakarta Timur"
"Rp 1.750.000.000","3 KT - 2 KM - 225 m2","Kramat Jati, Jakarta Timur"
"Rp 990.000.000","3 KT - 2 KM - 90 m2","Pasar Rebo, Jakarta Timur"
"Rp 1.950.000.000","4 KT - 4 KM - 300 m2","Kramat Jati, Jakarta Timur"
"Rp 1.598.000.000","4 KT - 3 KM - 103 m2","Menteng, Jakarta Pusat"
"Rp 1.360.125.000","3 KT - 3 KM - 94 m2","Cempaka Putih, Jakarta Pusat"
"Rp 600.000.000","1 KT - 1 KM - 45 m2","Kembangan, Jakarta Barat"
"Rp 888.000.000","3 KT - 2 KM - 63 m2","Kalideres, Jakarta Barat"
"Rp 530.000.000","2 KT - 2 KM - 55 m2","Jagakarsa, Jakarta Selatan"
"Rp 6.100.000.000","4 KT - 3 KM - 200 m2","Cilandak, Jakarta Selatan"
"Rp 2.800.000.000","4 KT - 3 KM - 140 m2","Kebon Jeruk, Jakarta Barat"
"Rp 5.000.000.000","6 KT - 6 KM - 180 m2","Pesanggrahan, Jakarta Selatan"
"Rp 4.000.000.000","4 KT - 4 KM - 200 m2","Cengkareng, Jakarta Barat"
"Rp 3.900.000.000","4 KT - 4 KM - 300 m2","Kebon Jeruk, Jakarta Barat"
"Rp 4.500.000.000","3 KT - 2 KM - 250 m2","Kebon Jeruk, Jakarta Barat"
"Rp 7.800.000.000","4 KT - 4 KM - 350 m2","Kebon Jeruk, Jakarta Barat"
"Rp 1.450.000.000","3 KT - 2 KM - 53 m2","Kembangan, Jakarta Barat"
"Rp 900.000.003","2 KT - 2 KM - 72 m2","Pasar Minggu, Jakarta Selatan"
"Rp 6.800.000.000","3 KT - 3 KM - 450 m2","Cilandak, Jakarta Selatan"
"Rp 1.814.000.000","3 KT - 3 KM - 76 m2","Cempaka Putih, Jakarta Pusat"
"Rp 7.000.000.000","6 KT - 4 KM - 402 m2","Grogol Petamburan, Jakarta Barat"
"Rp 2.300.000.000","3 KT - 3 KM - 90 m2","Duren Sawit, Jakarta Timur"
"Rp 1.360.000.000","3 KT - 3 KM - 80 m2","Cempaka Putih, Jakarta Pusat"
"Rp 4.500.000.000","3 KT - 3 KM - 250 m2","Kembangan, Jakarta Barat"
"Rp 2.200.000.000","3 KT - 3 KM - 120 m2","Pesanggrahan, Jakarta Selatan"
"Rp 700.000.000","3 KT - 2 KM - 65 m2","Cibubur, Jakarta Timur"
"Rp 17.000.000.000","3 KT - 3 KM - 477 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 2.500.000.000","4 KT - 3 KM - 180 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 3.500.000.000","4 KT - 2 KM - 121 m2","Pulo Gadung, Jakarta Timur"
"Rp 110.000.000.000","6 KT - 4 KM - 500 m2","Menteng, Jakarta Pusat"
"Rp 1.350.000.000","4 KT - 2 KM - 90 m2","Jatinegara, Jakarta Timur"
"Rp 1.850.000.000","3 KT - 3 KM - 110 m2","Grogol Petamburan, Jakarta Barat"
"Rp 1.545.000.000","4 KT - 3 KM - 104 m2","Duren Sawit, Jakarta Timur"
"Rp 4.000.000.000","4 KT - 3 KM - 300 m2","Kebon Jeruk, Jakarta Barat"
"Rp 2.092.131.000","4 KT - 2 KM - 157 m2","Cilincing, Jakarta Utara"
"Rp 450.000.000","3 KT - 2 KM - 100 m2","Pancoran, Jakarta Selatan"
"Rp 12.000.000.000","9 KT - 6 KM - 650 m2","Pesanggrahan, Jakarta Selatan"
"Rp 3.550.000.000","4 KT - 3 KM - 111 m2","Cempaka Putih, Jakarta Pusat"
"Rp 1.679.000.000","3 KT - 3 KM - 100 m2","Kebon Jeruk, Jakarta Barat"
"Rp 1.500.000.000","3 KT - 4 KM - 110 m2","Kebon Jeruk, Jakarta Barat"
"Rp 1.400.000.000","3 KT - 2 KM - 100 m2","Cibubur, Jakarta Timur"
"Rp 700.000.000","3 KT - 2 KM - 65 m2","Pasar Rebo, Jakarta Timur"
"Rp 950.000.000","3 KT - 3 KM - 81 m2","Kramat Jati, Jakarta Timur"
"Rp 65.000.000","3 KT - 3 KM - 110 m2","Grogol Petamburan, Jakarta Barat"
"Rp 11.500.000.000","5 KT - 4 KM - 500 m2","Pesanggrahan, Jakarta Selatan"
"Rp 8.980.000.000","5 KT - 4 KM - 600 m2","Daan Mogot, Jakarta Barat"
"Rp 6.500.000.000","7 KT - 7 KM - 800 m2","Cibubur, Jakarta Timur"
"Rp 2.650.000.000","3 KT - 3 KM - 110 m2","Daan Mogot, Jakarta Barat"
"Rp 4.600.000.000","5 KT - 4 KM - 365 m2","Kebon Jeruk, Jakarta Barat"
"Rp 1.863.000.000","3 KT - 3 KM - 340 m2","Kembangan, Jakarta Barat"
"Rp 500.000.000","2 KT - 2 KM - 42 m2","Taman Sari, Jakarta Barat"
"Rp 1.300.000.000","5 KT - 3 KM - 200 m2","Pesanggrahan, Jakarta Selatan"
"Rp 964.000.000","2 KT - 2 KM - 59 m2","Matraman, Jakarta Timur"
"Rp 4.700.000.000","5 KT - 5 KM - 300 m2","Jagakarsa, Jakarta Selatan"
"Rp 7.900.000.000","4 KT - 4 KM - 450 m2","Kebon Jeruk, Jakarta Barat"
"Rp 2.590.000.000","3 KT - 3 KM - 195 m2","Tanjung Duren, Jakarta Barat"
"Rp 1.700.000.000","6 KT - 3 KM - 150 m2","Pancoran, Jakarta Selatan"
"Rp 1.500.000.000","4 KT - 2 KM - 120 m2","Cengkareng, Jakarta Barat"
"Rp 12.000.000.000","7 KT - 5 KM - 400 m2","Pulo Gadung, Jakarta Timur"
"Rp 5.200.000.000","4 KT - 3 KM - 260 m2","Daan Mogot, Jakarta Barat"
"Rp 2.000.000.000","4 KT - 4 KM - 240 m2","Kebon Jeruk, Jakarta Barat"
"Rp 15.000.000.000","7 KT - 6 KM - 1000 m2","Kelapa Gading, Jakarta Utara"
"Rp 1.350.000.000","4 KT - 2 KM - 120 m2","Cengkareng, Jakarta Barat"
"Rp 4.585.000.000","4 KT - 4 KM - 250 m2","Cilandak, Jakarta Selatan"
"Rp 2.350.000.000","2 KT - 3 KM - 90 m2","Pulo Gadung, Jakarta Timur"
"Rp 2.350.000.000","3 KT - 3 KM - 90 m2","Pulo Gadung, Jakarta Timur"
"Rp 9.900.000.000","3 KT - 3 KM - 390 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 6.850.000.000","5 KT - 3 KM - 450 m2","Cilandak, Jakarta Selatan"
"Rp 766.000.000","3 KT - 2 KM - 65 m2","Cibubur, Jakarta Timur"
"Rp 700.000.000","3 KT - 2 KM - 65 m2","Duren Sawit, Jakarta Timur"
"Rp 960.000.036","3 KT - 2 KM - 65 m2","Jagakarsa, Jakarta Selatan"
"Rp 1.700.000.000","4 KT - 3 KM - 160 m2","Cibubur, Jakarta Timur"
"Rp 2.500.000.000","3 KT - 2 KM - 81 m2","Pesanggrahan, Jakarta Selatan"
"Rp 400.000.000","3 KT - 2 KM - 80 m2","Kramat Jati, Jakarta Timur"
"Rp 4.200.000.000","4 KT - 4 KM - 231 m2","Kembangan, Jakarta Barat"
"Rp 3.499.000.000",">10 KT - >10 KM - 350 m2","Kemang, Jakarta Selatan"
"Rp 2.770.000.000","4 KT - 3 KM - 300 m2","Palmerah, Jakarta Barat"
"Rp 2.000.000.000","3 KT - 3 KM - 120 m2","Cibubur, Jakarta Timur"
"Rp 20.000.000.000","5 KT - 5 KM - 300 m2","Kebayoran Baru, Jakarta Selatan"
"Rp 3.188.000.000","4 KT - 4 KM - 210 m2","Cengkareng, Jakarta Barat"
"Rp 1.345.000.000","3 KT - 2 KM - 100 m2","Kebayoran Baru, Jakarta Selatan"
"Rp 2.400.000.000","3 KT - 3 KM - 94 m2","Cempaka Putih, Jakarta Pusat"
"Rp 1.030.000.000","3 KT - 3 KM - 82 m2","Kemayoran, Jakarta Pusat"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Setia Budi, Jakarta Selatan"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Tanjung Barat, Jakarta Selatan"
"Rp 700.000.000","3 KT - 2 KM - 65 m2","Cipayung, Jakarta Timur"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Pancoran, Jakarta Selatan"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Pasar Minggu, Jakarta Selatan"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Mampang Prapatan, Jakarta Selatan"
"Rp 1.299.000.000","3 KT - 2 KM - 75 m2","Cipayung, Jakarta Timur"
"Rp 800.000.000","3 KT - 2 KM - 65 m2","Cipayung, Jakarta Timur"
"Rp 1.200.000.000","3 KT - 3 KM - 120 m2","Cipayung, Jakarta Timur"
"Rp 1.200.000.000","2 KT - 2 KM - 70 m2","Kalideres, Jakarta Barat"
"Rp 1.850.000.000","3 KT - 3 KM - 95 m2","Jakarta Selatan, Jakarta D.K.I."
"Rp 1.690.000.000","4 KT - 4 KM - 110 m2","Grogol Petamburan, Jakarta Barat"
"Rp 3.000.000.000","5 KT - 3 KM - 200 m2","Pasar Minggu, Jakarta Selatan"
"Rp 1.150.000.000","3 KT - 2 KM - 89 m2","Pesanggrahan, Jakarta Selatan"
"Rp 2.800.000.000","3 KT - 3 KM - 152 m2","Kramat Jati, Jakarta Timur"
"Rp 600.000.008","2 KT - 1 KM - 36 m2","Penjaringan, Jakarta Utara"
"Rp 790.000.000","2 KT - 2 KM - 60 m2","Cilandak, Jakarta Selatan"
"Rp 4.000.000.000","4 KT - 4 KM - 200 m2","Pasar Minggu, Jakarta Selatan"
"Rp 3.500.000.000","5 KT - 3 KM - 388 m2","Kelapa Gading, Jakarta Utara"
"Rp 2.300.000.000","3 KT - 3 KM - 256 m2","Cibubur, Jakarta Timur"
"Rp 17.150.000.000","3 KT - 3 KM - 499 m2","Pasar Minggu, Jakarta Selatan"
"Rp 1.300.000.000","4 KT - 3 KM - 90 m2","Cilangkap, Jakarta Timur"
"Rp 3.950.000.000","3 KT - 2 KM - 200 m2","Tanjung Priok, Jakarta Utara"
"Rp 18.500.000.000","4 KT - 4 KM - 471 m2","Kebayoran Baru, Jakarta Selatan"
"Rp 1.300.000.000","3 KT - 2 KM - 75 m2","Cipayung, Jakarta Timur"
"Rp 6.300.000.000","4 KT - 2 KM - 320 m2","Gambir, Jakarta Pusat"
"Rp 497.000.000","2 KT - 2 KM - 43 m2","Tanjung Priok, Jakarta Utara"
"Rp 3.100.000.000","4 KT - 2 KM - 240 m2","Cakung, Jakarta Timur"
"Rp 1.350.000.000","2 KT - 2 KM - 78 m2","Cempaka Putih, Jakarta Pusat"
"Rp 380.000.000","2 KT - 2 KM - 52 m2","Kramat Jati, Jakarta Timur"
"Rp 2.000.000.001","3 KT - 2 KM - 73 m2","Jagakarsa, Jakarta Selatan"
"Rp 1.700.000.000","4 KT - 3 KM - 150 m2","Cilangkap, Jakarta Timur"
"Rp 7.500.000.000","4 KT - 4 KM - 270 m2","Penjaringan, Jakarta Utara"
"Rp 2.700.000.000","5 KT - 3 KM - 180 m2","Duren Sawit, Jakarta Timur"
"Rp 4.750.000.000","6 KT - 5 KM - 276 m2","Kelapa Gading, Jakarta Utara"
"Rp 600.000.000","3 KT - 3 KM - 70 m2","Kemang, Jakarta Selatan"
"Rp 650.000.000","2 KT - 1 KM - 200 m2","Kalideres, Jakarta Barat"
"Rp 500.000.000","2 KT - 1 KM - 72 m2","Cilandak, Jakarta Selatan"
"Rp 600.000.000","3 KT - 3 KM - 70 m2","Tanjung Duren, Jakarta Barat"
"Rp 3.800.000.000","4 KT - 3 KM - 330 m2","Pesanggrahan, Jakarta Selatan"
"Rp 2.500.000.000","5 KT - 5 KM - 164 m2","Kelapa Gading, Jakarta Utara"
"Rp 2.000.000.000","4 KT - 3 KM - 120 m2","Jagakarsa, Jakarta Selatan"
"Rp 1.300.000.000","1 KT - 1 KM - 160 m2","Cibubur, Jakarta Timur"
"Rp 2.900.000.000","5 KT - 4 KM - 350 m2","Duren Sawit, Jakarta Timur"
"Rp 9.500.000.400",">10 KT - >10 KM - 395 m2","Pancoran, Jakarta Selatan"
"Rp 1.800.000.000","3 KT - 2 KM - 120 m2","Grogol Petamburan, Jakarta Barat"
"Rp 4.300.000.000","9 KT - 4 KM - 352 m2","Pulo Gadung, Jakarta Timur"
"Rp 1.200.000.000","3 KT - 3 KM - 100 m2","Jagakarsa, Jakarta Selatan"
"Rp 8.000.000.000","4 KT - 4 KM - 385 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 400.000.004","2 KT - 1 KM - 36 m2","Mampang Prapatan, Jakarta Selatan"
"Rp 800.000.004","3 KT - 2 KM - 60 m2","Ciracas, Jakarta Timur"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Pasar Minggu, Jakarta Selatan"
"Rp 2.250.000.000","3 KT - 2 KM - 145 m2","Pesanggrahan, Jakarta Selatan"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Mampang Prapatan, Jakarta Selatan"
"Rp 2.000.000.000","5 KT - 4 KM - 180 m2","Duren Sawit, Jakarta Timur"
"Rp 2.350.000.000","2 KT - 2 KM - 60 m2","Pulo Gadung, Jakarta Timur"
"Rp 1.750.000.000","4 KT - 4 KM - 130 m2","Jagakarsa, Jakarta Selatan"
"Rp 1.500.000.000","3 KT - 4 KM - 120 m2","Jagakarsa, Jakarta Selatan"
"Rp 2.300.000.000","4 KT - 4 KM - 140 m2","Jakarta Selatan, Jakarta D.K.I."
"Rp 3.300.000.000","5 KT - 3 KM - 240 m2","Cibubur, Jakarta Timur"
"Rp 2.900.000.000","5 KT - 4 KM - 210 m2","Tebet, Jakarta Selatan"
"Rp 5.900.000.000","3 KT - 3 KM - 272 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 198.000.000","2 KT - 1 KM - 48 m2","Kalideres, Jakarta Barat"
"Rp 2.200.000.000","2 KT - 2 KM - 180 m2","Kebon Jeruk, Jakarta Barat"
"Rp 500.000.004","3 KT - 2 KM - 66 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 500.000.001","3 KT - 2 KM - 52 m2","Cengkareng, Jakarta Barat"
"Rp 5.000.000.000","4 KT - 4 KM - 260 m2","Tebet, Jakarta Selatan"
"Rp 925.000.000","2 KT - 2 KM - 110 m2","Jagakarsa, Jakarta Selatan"
"Rp 16.000.000.000","3 KT - 6 KM - 550 m2","Kembangan, Jakarta Barat"
"Rp 390.000.000","2 KT - 1 KM - 45 m2","Palmerah, Jakarta Barat"
"Rp 2.950.000.000","6 KT - 3 KM - 110 m2","Palmerah, Jakarta Barat"
"Rp 430.000.000","2 KT - 2 KM - 80 m2","Pesanggrahan, Jakarta Selatan"
"Rp 550.000.000","3 KT - 2 KM - 69 m2","Cakung, Jakarta Timur"
"Rp 1.620.000.000","3 KT - 3 KM - 53 m2","Pulo Gadung, Jakarta Timur"
"Rp 895.000.000","2 KT - 2 KM - 71 m2","Cempaka Putih, Jakarta Pusat"
"Rp 5.900.000.000","4 KT - 3 KM - 310 m2","Kelapa Gading, Jakarta Utara"
"Rp 3.000.000.000","4 KT - 2 KM - 98 m2","Tanjung Priok, Jakarta Utara"
"Rp 7.100.000.000","6 KT - 5 KM - 300 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 17.500.000.000","9 KT - 6 KM - 1020 m2","Tebet, Jakarta Selatan"
"Rp 57.000.000.000","7 KT - 8 KM - 1050 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 2.700.000.000","4 KT - 4 KM - 150 m2","Jagakarsa, Jakarta Selatan"
"Rp 1.500.000.000","5 KT - 3 KM - 300 m2","Duren Sawit, Jakarta Timur"
"Rp 240.000.000","2 KT - 1 KM - 30 m2","Mampang Prapatan, Jakarta Selatan"
"Rp 3.500.000.000","6 KT - 3 KM - 220 m2","Setia Budi, Jakarta Selatan"
"Rp 500.000.000","4 KT - 2 KM - 72 m2","Cengkareng, Jakarta Barat"
"Rp 1.900.000.001","3 KT - 3 KM - 110 m2","Cilandak, Jakarta Selatan"
"Rp 330.000.000","3 KT - 3 KM - 60 m2","Cempaka Putih, Jakarta Pusat"
"Rp 2.400.000.000","3 KT - 3 KM - 94 m2","Cempaka Putih, Jakarta Pusat"
"Rp 520.000.000","2 KT - 2 KM - 41 m2","Taman Sari, Jakarta Barat"
"Rp 6.250.000.000","5 KT - 5 KM - 240 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 875.000.000","3 KT - 2 KM - 70 m2","Jagakarsa, Jakarta Selatan"
"Rp 5.000.000.000","9 KT - 4 KM - 352 m2","Cilandak, Jakarta Selatan"
"Rp 1.700.231.504","4 KT - 3 KM - 150 m2","Daan Mogot, Jakarta Barat"
"Rp 8.800.000.000","5 KT - 5 KM - 400 m2","Pasar Minggu, Jakarta Selatan"
"Rp 9.500.000.000","4 KT - 4 KM - 225 m2","Pulo Gadung, Jakarta Timur"
"Rp 400.000.001","2 KT - 1 KM - 27 m2","Cakung, Jakarta Timur"
"Rp 1.300.000.003","3 KT - 2 KM - 70 m2","Pasar Minggu, Jakarta Selatan"
"Rp 4.600.000.000","4 KT - 3 KM - 359 m2","Penjaringan, Jakarta Utara"
"Rp 508.000.000","4 KT - 2 KM - 77 m2","Cengkareng, Jakarta Barat"
"Rp 5.350.000.000","4 KT - 3 KM - 400 m2","Duren Sawit, Jakarta Timur"
"Rp 1.500.000.001","4 KT - 3 KM - 110 m2","Cibubur, Jakarta Timur"
"Rp 670.000.000","3 KT - 2 KM - 70 m2","Cengkareng, Jakarta Barat"
"Rp 1.000.000.000","2 KT - 1 KM - 50 m2","Cilangkap, Jakarta Timur"
"Rp 3.800.000.000","4 KT - 3 KM - 168 m2","Cakung, Jakarta Timur"
"Rp 1.620.000.000","4 KT - 3 KM - 103 m2","Matraman, Jakarta Timur"
"Rp 600.000.008","3 KT - 2 KM - 52 m2","Ciracas, Jakarta Timur"
"Rp 3.000.000.000","3 KT - 2 KM - 98 m2","Tanah Abang, Jakarta Pusat"
"Rp 410.000.000","2 KT - 1 KM - 45 m2","Palmerah, Jakarta Barat"
"Rp 2.600.000.000","7 KT - 3 KM - 300 m2","Kemayoran, Jakarta Pusat"
"Rp 2.385.000.000","3 KT - 3 KM - 150 m2","Kelapa Gading, Jakarta Utara"
"Rp 3.500.000.000","4 KT - 4 KM - 185 m2","Kembangan, Jakarta Barat"
"Rp 3.500.000.000","5 KT - 4 KM - 210 m2","Kembangan, Jakarta Barat"
"Rp 800.000.000","3 KT - 2 KM - 65 m2","Duren Sawit, Jakarta Timur"
"Rp 1.300.000.000","3 KT - 2 KM - 120 m2","Pasar Rebo, Jakarta Timur"
"Rp 1.500.000.000","4 KT - 3 KM - 110 m2","Pademangan, Jakarta Utara"
"Rp 6.600.000.000","6 KT - 5 KM - 320 m2","Cibubur, Jakarta Timur"
