"price","desc","loc"
"Rp 3.600.000.000","4 KT - 2 KM - 140 m2","Pancoran, Jakarta Selatan"
"Rp 2.100.000.000","2 KT - 2 KM - 150 m2","Tanah Abang, Jakarta Pusat"
"Rp 1.700.000.000","3 KT - 2 KM - 145 m2","Cibubur, Jakarta Timur"
"Rp 1.100.000.000","5 KT - 3 KM - 160 m2","Jatinegara, Jakarta Timur"
"Rp 5.900.000.000","4 KT - 4 KM - 400 m2","Kemang, Jakarta Selatan"
"Rp 350.000.000","1 KT - 1 KM - 21 m2","Pademangan, Jakarta Utara"
"Rp 3.000.000.000","5 KT - 4 KM - 176 m2","Cengkareng, Jakarta Barat"
"Rp 17.000.000.000","5 KT - 5 KM - 900 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 1.920.000.000","4 KT - 3 KM - 104 m2","Pesanggrahan, Jakarta Selatan"
"Rp 14.999.999.999","4 KT - 4 KM - 600 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 13.000.000.000","5 KT - 3 KM - 300 m2","Senen, Jakarta Pusat"
"Rp 4.500.000.000","3 KT - 2 KM - 210 m2","Tanah Abang, Jakarta Pusat"
"Rp 930.032.682","2 KT - 1 KM - 45 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 2.000.000.000","3 KT - 2 KM - 100 m2","Duren Sawit, Jakarta Timur"
"Rp 1.650.000.000","4 KT - 2 KM - 200 m2","Cilincing, Jakarta Utara"
"Rp 3.000.000.000","4 KT - 2 KM - 250 m2","Cakung, Jakarta Timur"
"Rp 800.000.000","3 KT - 1 KM - 120 m2","Duren Sawit, Jakarta Timur"
"Rp 1.900.000.000","4 KT - 3 KM - 90 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 1.980.000.000","3 KT - 3 KM - 119 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 1.680.000.000","4 KT - 3 KM - 88 m2","Pesanggrahan, Jakarta Selatan"
"Rp 1.750.000.000","3 KT - 3 KM - 94 m2","Pesanggrahan, Jakarta Selatan"
"Rp 1.950.000.000","5 KT - 4 KM - 144 m2","Cengkareng, Jakarta Barat"
"Rp 2.649.000.000","5 KT - 4 KM - 160 m2","Kembangan, Jakarta Barat"
"Rp 6.000.000.000","7 KT - 7 KM - 350 m2","Cengkareng, Jakarta Barat"
"Rp 850.000.000","3 KT - 1 KM - 80 m2","Cengkareng, Jakarta Barat"
"Rp 7.300.000.000","6 KT - 6 KM - 200 m2","Kemayoran, Jakarta Pusat"
"Rp 3.500.000.000","5 KT - 4 KM - 300 m2","Tanjung Barat, Jakarta Selatan"
"Rp 3.241.248.986","5 KT - 4 KM - 140 m2","Cakung, Jakarta Timur"
"Rp 1.100.000.000","5 KT - 2 KM - 200 m2","Jagakarsa, Jakarta Selatan"
"Rp 490.000.000","3 KT - 2 KM - 70 m2","Cibubur, Jakarta Timur"
"Rp 3.200.000.000","6 KT - 4 KM - 190 m2","Cengkareng, Jakarta Barat"
"Rp 160","1 KT - 1 KM - 21 m2","Taman Sari, Jakarta Barat"
"Rp 13.000.000.000","5 KT - 2 KM - 481 m2","Cilandak, Jakarta Selatan"
"Rp 2.400.000.000","5 KT - 4 KM - 240 m2","Pancoran, Jakarta Selatan"
"Rp 4.000.000.000","4 KT - 4 KM - 275 m2","Cakung, Jakarta Timur"
"Rp 8.800.000.000","6 KT - 7 KM - 324 m2","Kelapa Gading, Jakarta Utara"
"Rp 5.800.000.000","5 KT - 6 KM - 218 m2","Kelapa Gading, Jakarta Utara"
"Rp 3.900.000.000","5 KT - 6 KM - 178 m2","Kelapa Gading, Jakarta Utara"
"Rp 850.000.000","4 KT - 1 KM - 60 m2","Pademangan, Jakarta Utara"
"Rp 3.600.000.000","4 KT - 2 KM - 140 m2","Pancoran, Jakarta Selatan"
"Rp 3.000.000.000","5 KT - 4 KM - 200 m2","Cibubur, Jakarta Timur"
"Rp 1.400.000.000","4 KT - 3 KM - 89 m2","Cilincing, Jakarta Utara"
"Rp 400.000.000","8 KT - 2 KM - 350 m2","Sawah Besar, Jakarta Pusat"
"Rp 13.000.000.000","5 KT - 2 KM - 481 m2","Cilandak, Jakarta Selatan"
"Rp 179.000.000","2 KT - 1 KM - 29 m2","Pulo Gadung, Jakarta Timur"
"Rp 800.000.000","4 KT - 1 KM - 80 m2","Tanjung Priok, Jakarta Utara"
"Rp 20.000.000","2 KT - 1 KM - 25 m2","Pasar Rebo, Jakarta Timur"
"Rp 2.150.000.000","3 KT - 2 KM - 98 m2","Tanah Abang, Jakarta Pusat"
"Rp 5.000.000.000","9 KT - 3 KM - 280 m2","Koja, Jakarta Utara"
"Rp 13.000.000.000","6 KT - 3 KM - 481 m2","Cilandak, Jakarta Selatan"
"Rp 7.000.000.000","3 KT - 5 KM - 350 m2","Pantai Indah Kapuk, Jakarta Utara"
"Rp 3.200.000.000","6 KT - 3 KM - 260 m2","Kalideres, Jakarta Barat"
"Rp 800.000.000","6 KT - 2 KM - 120 m2","Penjaringan, Jakarta Utara"
"Rp 130.000.000","1 KT - 1 KM - 12 m2","Matraman, Jakarta Timur"
"Rp 30.000.000","2 KT - 1 KM - 60 m2","Kebon Jeruk, Jakarta Barat"
"Rp 1.500.000.000","3 KT - 3 KM - 76 m2","Setia Budi, Jakarta Selatan"
"Rp 1.500.000.000","2 KT - 2 KM - 90 m2","Cibubur, Jakarta Timur"
"Rp 12.000.000.000","8 KT - 5 KM - 350 m2","Pulo Gadung, Jakarta Timur"
"Rp 1.600.000.000","2 KT - 1 KM - 90 m2","Cengkareng, Jakarta Barat"
"Rp 12.000.000.000","8 KT - 5 KM - 350 m2","Pulo Gadung, Jakarta Timur"
"Rp 398.000.000","2 KT - 2 KM - 60 m2","Cibubur, Jakarta Timur"
"Rp 225.000.000","1 KT - 1 KM - 25 m2","Kebon Jeruk, Jakarta Barat"
"Rp 585.000.000","2 KT - 1 KM - 36 m2","Cibubur, Jakarta Timur"
"Rp 33.000.000.000","6 KT - 5 KM - 600 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 16.500.000.000","5 KT - 5 KM - 820 m2","Penjaringan, Jakarta Utara"
"Rp 30.000.000.000","4 KT - 3 KM - 350 m2","Menteng, Jakarta Pusat"
"Rp 6.750.000.000","7 KT - 6 KM - 348 m2","Kembangan, Jakarta Barat"
"Rp 3.500.000.000","6 KT - 3 KM - 300 m2","Jatinegara, Jakarta Timur"
"Rp 13.890.000.000","4 KT - 2 KM - 210 m2","Tebet, Jakarta Selatan"
"Rp 1.500.000.000","4 KT - 3 KM - 120 m2","Cilincing, Jakarta Utara"
"Rp 13.900.000.000","8 KT - 4 KM - 325 m2","Cempaka Putih, Jakarta Pusat"
"Rp 1.600.000.000","3 KT - 2 KM - 72 m2","Jagakarsa, Jakarta Selatan"
"Rp 1.800.000.000","3 KT - 3 KM - 119 m2","Cilangkap, Jakarta Timur"
"Rp 1.800.000.000","4 KT - 3 KM - 99 m2","Tanah Abang, Jakarta Pusat"
"Rp 1.200.000.000","4 KT - 2 KM - 120 m2","Gambir, Jakarta Pusat"
"Rp 23.000.000.000","4 KT - 3 KM - 345 m2","Menteng, Jakarta Pusat"
"Rp 10.800.000.000","5 KT - 5 KM - 572 m2","Cibubur, Jakarta Timur"
"Rp 2.000.000.000","4 KT - 2 KM - 140 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 1.485.000.000","3 KT - 2 KM - 200 m2","Pasar Minggu, Jakarta Selatan"
"Rp 400.000.000","2 KT - 2 KM - 80 m2","Palmerah, Jakarta Barat"
"Rp 8.000.000.000","2 KT - 2 KM - 100 m2","Duren Sawit, Jakarta Timur"
"Rp 200.000.000","2 KT - 1 KM - 8 m2","Cilincing, Jakarta Utara"
"Rp 3.900.000.000","4 KT - 2 KM - 100 m2","Duren Sawit, Jakarta Timur"
"Rp 3.500.000.000","5 KT - 5 KM - 330 m2","Duren Sawit, Jakarta Timur"
"Rp 2.000.000.000","4 KT - 2 KM - 140 m2","Cilandak, Jakarta Selatan"
"Rp 1.500.000.000","4 KT - 4 KM - 110 m2","Mampang Prapatan, Jakarta Selatan"
"Rp 1.600.000.000","3 KT - 2 KM - 58 m2","Kalideres, Jakarta Barat"
"Rp 4.090.000.000","4 KT - 2 KM - 215 m2","Pancoran, Jakarta Selatan"
"Rp 200.000.000","2 KT - 1 KM - 72 m2","Pademangan, Jakarta Utara"
"Rp 4.500.000.000","5 KT - 5 KM - 108 m2","Pademangan, Jakarta Utara"
"Rp 699.000.000","1 KT - 1 KM - 80 m2","Mampang Prapatan, Jakarta Selatan"
"Rp 4.900.000.000","6 KT - 5 KM - 320 m2","Cibubur, Jakarta Timur"
"Rp 680.000.000","2 KT - 2 KM - 51 m2","Kalideres, Jakarta Barat"
"Rp 600.000.000","4 KT - 2 KM - 100 m2","Duren Sawit, Jakarta Timur"
"Rp 2.900.000.000","3 KT - 3 KM - 112 m2","Cengkareng, Jakarta Barat"
"Rp 6.700.000.000","4 KT - 4 KM - 263 m2","Cilandak, Jakarta Selatan"
"Rp 2.320.000.000","2 KT - 2 KM - 69 m2","Cilincing, Jakarta Utara"
"Rp 1.747.884.473","5 KT - 3 KM - 93 m2","Cakung, Jakarta Timur"
"Rp 2.800.000.000","3 KT - 3 KM - 108 m2","Cengkareng, Jakarta Barat"
"Rp 3.000.000.000","4 KT - 4 KM - 270 m2","Cengkareng, Jakarta Barat"
"Rp 3.000.000.000","6 KT - 4 KM - 220 m2","Cibubur, Jakarta Timur"
"Rp 825.000.000","4 KT - 2 KM - 40 m2","Taman Sari, Jakarta Barat"
"Rp 3.850.000.000","4 KT - 2 KM - 140 m2","Pancoran, Jakarta Selatan"
"Rp 2.750.000.000","3 KT - 3 KM - 220 m2","Grogol Petamburan, Jakarta Barat"
"Rp 5.900.000.000","1 KT - 1 KM - 100 m2","Kebon Jeruk, Jakarta Barat"
"Rp 23.000.000.000","4 KT - 3 KM - 354 m2","Menteng, Jakarta Pusat"
"Rp 1.680.700.700","4 KT - 3 KM - 88 m2","Pesanggrahan, Jakarta Selatan"
"Rp 9.500.000.000","5 KT - 3 KM - 280 m2","Tebet, Jakarta Selatan"
"Rp 850.000.000","3 KT - 1 KM - 108 m2","Tebet, Jakarta Selatan"
"Rp 2.700.000.000","4 KT - 3 KM - 180 m2","Bambu Apus, Jakarta Timur"
"Rp 3.900.000.000","4 KT - 3 KM - 300 m2","Cibubur, Jakarta Timur"
"Rp 2.300.000.000","4 KT - 3 KM - 118 m2","Pancoran, Jakarta Selatan"
"Rp 3.822.300.000","5 KT - 4 KM - 359 m2","Kalideres, Jakarta Barat"
"Rp 9.000.000.000","5 KT - 4 KM - 350 m2","Setia Budi, Jakarta Selatan"
"Rp 1.920.000.000","4 KT - 3 KM - 104 m2","Pesanggrahan, Jakarta Selatan"
"Rp 1.680.000.000","4 KT - 3 KM - 88 m2","Pesanggrahan, Jakarta Selatan"
"Rp 800.000.000","1 KT - 1 KM - 36 m2","Tambora, Jakarta Barat"
"Rp 1.980.000.000","3 KT - 3 KM - 119 m2","Pesanggrahan, Jakarta Selatan"
"Rp 750.000.000","2 KT - 1 KM - 70 m2","Cibubur, Jakarta Timur"
"Rp 9.500.000.000","6 KT - 4 KM - 260 m2","Cipayung, Jakarta Timur"
"Rp 1.800.000.000","9 KT - 3 KM - 129 m2","Cempaka Putih, Jakarta Pusat"
"Rp 19.000.000.000","4 KT - 4 KM - 400 m2","Kebayoran Lama, Jakarta Selatan"
"Rp 2.200.000.000","6 KT - 6 KM - 375 m2","Tanjung Priok, Jakarta Utara"
"Rp 495.000.000","3 KT - 2 KM - 70 m2","Cibubur, Jakarta Timur"
"Rp 12.000.000.000","6 KT - 4 KM - 178 m2","Tanah Abang, Jakarta Pusat"
"Rp 5.900.000.000","4 KT - 4 KM - 400 m2","Bambu Apus, Jakarta Timur"
"Rp 3.100.000.000","6 KT - 2 KM - 350 m2","Kebayoran Baru, Jakarta Selatan"
"Rp 235.000.000","2 KT - 2 KM - 61 m2","Cengkareng, Jakarta Barat"
"Rp 7.000.000.000","4 KT - 3 KM - 250 m2","Setia Budi, Jakarta Selatan"
"Rp 1.175.000.000","3 KT - 3 KM - 70 m2","Jagakarsa, Jakarta Selatan"
"Rp 250.000.000","1 KT - 1 KM - 22 m2","Tanah Abang, Jakarta Pusat"
"Rp 1.680.000.000","4 KT - 3 KM - 88 m2","Pesanggrahan, Jakarta Selatan"
"Rp 5.500.000.000","8 KT - 6 KM - 280 m2","Duren Sawit, Jakarta Timur"
"Rp 1.750.000.000","3 KT - 3 KM - 94 m2","Pesanggrahan, Jakarta Selatan"
"Rp 6.700.000.000","5 KT - 5 KM - 246 m2","Pesanggrahan, Jakarta Selatan"
"Rp 185.000.000","2 KT - 1 KM - 27 m2","Pancoran, Jakarta Selatan"
"Rp 2.500.000.000","6 KT - 5 KM - 200 m2","Tebet, Jakarta Selatan"
"Rp 1.500.000.000","2 KT - 1 KM - 63 m2","Ciracas, Jakarta Timur"
"Rp 200.000.000","3 KT - 1 KM - 60 m2","Cakung, Jakarta Timur"
"Rp 9.000.000.000","4 KT - 3 KM - 300 m2","Tanjung Priok, Jakarta Utara"
"Rp 950.000.000","3 KT - 2 KM - 70 m2","Matraman, Jakarta Timur"
"Rp 2.300.000.000","4 KT - 3 KM - 118 m2","Cibubur, Jakarta Timur"
"Rp 250.000.000","4 KT - 4 KM - 180 m2","Cibubur, Jakarta Timur"
